Change number	Description	Valid From	Authorization group	Reason for Change	Change Status	Created on	Created by
18057	Zumanity spec/recipe corrections        	1/20/2017	    	                                        	1	1/20/2017	TCALHOUN    
18058	change PKG ASSM on r/30339              	1/23/2017	    	                                        	1	1/23/2017	TTROXEL     
18059	Description change on Recipe # 41123    	1/23/2017	    	                                        	1	1/23/2017	JGRAHAM     
18060	Update cartons                          	1/23/2017	    	                                        	1	1/23/2017	CCAMP       
18061	update ip recipe to show 202647.011     	1/23/2017	    	                                        	1	1/23/2017	EBRODERI    
18062	Recipe update for Material 24691        	1/23/2017	    	                                        	1	1/23/2017	JGRAHAM     
18063	Remove alternate ASSM-FMPs              	1/23/2017	    	                                        	1	1/23/2017	MSCHMID2    
18064	Update mfg bom fg wip qtys              	1/23/2017	    	                                        	1	1/23/2017	LPIERCE     
18065	Update gross weights due to IP case     	1/23/2017	    	                                        	1	1/23/2017	TTELEHAL    
18066	recipe changes scentiva wipes -         	1/23/2017	    	                                        	1	1/23/2017	PDEJARLD    
18067	Update case spec reference              	1/23/2017	    	                                        	1	1/23/2017	TTELEHAL    
18068	Add Global Item info                    	1/24/2017	    	                                        	1	1/24/2017	JLOPEZ5     
18069	Update qty of Sales Samples             	1/24/2017	    	                                        	1	1/24/2017	MSCHMID2    
18070	ID843 CR Update property tree           	1/24/2017	    	                                        	1	1/24/2017	FPANTOJA    
18071	updating rec to have .003 vers          	1/24/2017	    	                                        	1	1/24/2017	EBRODERI    
18072	Cleaner PR                              	1/24/2017	    	                                        	1	1/24/2017	FPANTOJA    
18073	LT: 12/2016->12/2017 KOBS FERT specs/rec	1/24/2017	    	                                        	1	1/24/2017	LTELEHAL    
18074	Update Layers                           	1/24/2017	    	                                        	1	1/24/2017	JSCHWALM    
18075	add alternate closure material          	1/25/2017	    	                                        	1	1/25/2017	TCALHOUN    
18076	Update Plant load/max height            	1/25/2017	    	                                        	1	1/25/2017	ACORONA     
18077	Adding Shelf Life                       	1/25/2017	    	                                        	1	1/25/2017	LKING2      
18078	*                                       	1/25/2017	    	PDQ change                              	1	1/25/2017	SHUGLEY     
18079	Updating AltRcp 41583-DISP Qty Incorrect	1/25/2017	    	                                        	1	1/25/2017	SGRULLON    
18080	"ID836 AR Update DIR, mat# and Recipes   "	1/26/2017	    	                                        	1	1/26/2017	JLOPEZ5     
18081	Update RM per 701 Request               	1/26/2017	    	                                        	1	1/26/2017	KKORNAU1    
18082	ID845 CR Update property tree           	1/26/2017	    	                                        	1	1/26/2017	FPANTOJA    
18083	Update FG inputs                        	1/26/2017	    	                                        	1	1/26/2017	CCAMP       
18084	Update Kits per Data Cleansing          	1/26/2017	    	                                        	1	1/26/2017	LBALLENT    
18085	ID856 AR Update property tree           	1/26/2017	    	                                        	1	1/26/2017	FPANTOJA    
18086	update pallet information               	1/26/2017	    	                                        	1	1/26/2017	ACORONA     
18087	Update Recipe                           	1/26/2017	    	                                        	1	1/26/2017	JSCHWALM    
18088	Replace 403993.001 with 240885.001      	1/26/2017	    	                                        	1	1/26/2017	TTELEHAL    
18089	exchange assm-hol with FGs in CU recs   	1/27/2017	    	                                        	1	1/27/2017	EBRODERI    
18090	ID860 CL Update property tree           	1/27/2017	    	                                        	1	1/27/2017	FPANTOJA    
18091	update formula                          	1/27/2017	    	                                        	1	1/27/2017	CCOOKE      
18092	Graphics update - BAG. KG to L.         	1/27/2017	    	                                        	1	1/27/2017	MSCHMID2    
18093	PDQ update                              	1/27/2017	    	                                        	1	1/27/2017	SHUGLEY     
18094	Update Cus Spec                         	1/27/2017	    	                                        	1	1/27/2017	JSCHWALM    
18095	description correction Recipe # 41911   	1/27/2017	    	                                        	1	1/27/2017	JGRAHAM     
18096	Updating wood source for sawdust.       	1/27/2017	    	                                        	1	1/27/2017	DNEYMIT     
18097	ID851 PR Update property tree           	1/30/2017	    	                                        	1	1/30/2017	FPANTOJA    
18098	revise description on 27998             	1/30/2017	    	                                        	1	1/30/2017	JMITCHE5    
18099	Editing the 1830004_BKF spec to reflect 	1/30/2017	    	                                        	1	1/30/2017	CSIMMONS    
18100	Changes to dimensions                   	1/30/2017	    	                                        	1	1/30/2017	ACORONA     
18101	Add T value                             	1/30/2017	    	                                        	1	1/30/2017	TTELEHAL    
18102	Multiple label change - Greenworks EPA  	1/30/2017	    	                                        	1	1/30/2017	TFULLER     
18103	Lesoil Closure Spec Update              	1/30/2017	    	                                        	1	1/30/2017	TTELEHAL    
18104	Change load dimensions                  	1/30/2017	    	                                        	1	1/30/2017	ACORONA     
18105	ID852 AR Update property tree           	1/30/2017	    	                                        	1	1/30/2017	FPANTOJA    
18106	Update recipe and specification         	1/30/2017	    	                                        	1	1/30/2017	CCOOKE      
18107	Correcting Units/BUOM                   	1/30/2017	    	                                        	1	1/30/2017	LKING2      
18108	Change SKU name                         	1/31/2017	    	                                        	1	1/31/2017	CPRESTO3    
18109	ID866 MX Update property tree           	1/31/2017	    	                                        	1	1/31/2017	FPANTOJA    
18110	Update carton materials                 	1/31/2017	    	                                        	1	1/31/2017	ACORONA     
18111	Update Recipe Quantity                  	1/31/2017	    	                                        	1	1/31/2017	JSCHWALM    
